address	city	county	dateAvailable	facilityType	hours	inQZ	instructions	lat	lng	name	phone	state	url	virtualVisit	zip	zipCodeLat	zipCodeLng
347 E. Alisal Street	Salinas	Monterey	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	93901	36.66	-121.65
Call Kaiser Permanente To Find Out Where The Nearest Testing Center Is.	-	Multiple	-	Clinic	-	No	Tests Are Currently Only Being Given To Kaiser Members. You Must Be Referred By A Physician Before Scheduling Your Appointment.	-	-	Kaiser Permanente	-	California	Https://Calmatters.Org/Health/Coronavirus/2020/03/California-Coronavirus-Testing-Insurance-Locations-Rules/	No	-	-	-
Call Kaiser Permanente To Find Out Where The Nearest Drive-Thru Testing Center Is.	-	Multiple	-	Drive-Thru	-	No	Tests Are Currently Only Being Given To Kaiser Members. You Must Be Referred By A Physician Before Scheduling Your Appointment.	-	-	Kaiser Permanente	-	California	Https://Www.Mercurynews.Com/2020/03/16/Kaiser-Opens-Drive-Thru-Covid-19-Testing-But-Members-Only/	No	-	-	-
Multiple Locations	-	Multiple	-	Clinic	24 Hours	No	Tests Will Primarily Be For Hospitalized Or Severely Ill Patients. Older People (Over 60) And Individuals With Underlying Medical Conditions Such As Cardiovascular Disease, Diabetes, Chronic Respiratory Disease, Cancer — Conditions That Put Them At Much Higher Risk From Covid-19 — Will Also Be A Priority For Testing. The Availability Of More Tests May Make Testing Available For A Wider Range Of Patients In The Future.	-	-	Uc Davis Health Clinics	-	California	Https://Health.Ucdavis.Edu/Coronavirus/Coronavirus-Testing.Html	Yes	-	-	-
291 South Coombs Street Napa, Ca 94559	Napa	Napa	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	94559	38.2	-122.3
Napa, Ca	Napa	Napa	-	Drive-Thru	-	Yes	Visit Https://Www.Projectbaseline.Com/Study/Covid-19/ To Get Started With A Screening. Once You'Ve Taken The Screening, You Will Be Told If You Meet The Requirements For Testing Eligibility. You Will Then Be Given An Appointment At A Testing Site And Told When And Where To Go.	-	-	Project Baseline By Verily	-	California	Https://Www.Projectbaseline.Com/Study/Covid-19/	No	-	-	-
155 Glasson Way, Grass Valley, Ca  95945	Grass Valley	Nevada	-	Drive-Thru	Call To Confirm	Yes	If You Are Symptomatic And Meet Criteria For Testing, Nevada County Residents Should Call Their Primary Care Doctor. If The Doctor Agrees That An Individual Needs To Be Tested, The Doctor Can Fax An Order To The Hospital. Sierra Nevada Memorial Hospital Will Call The Patient To Set Up An Appointment Drive-Through Time. Please Do Not Attempt To Go To The Testing Drive-Through Without A Previously Set-Up Appointment.	-	-	Sierra Nevada Memorial Hospital	(530) 274-6000	California	Https://Www.Theunion.Com/News/Drive-Through-Covid-19-Testing-Now-At-Sierra-Nevada-Memorial-Hospital/	Yes	95945	39.2	-120.9
921 Pacific Coast Highway, Seal Beach, Ca 90740	Seal Beach	Orange	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	90740	33.76	-118.08
1150 Baker Street, Costa Mesa, Ca 92626	Costa Mesa	Orange	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	92626	33.68	-117.9
18080 Imperial Highway, Yorba Linda, Ca 92886	Yorba Linda	Orange	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	92886	33.9	-117.8
3401 Katella Ave Los Alamitos, Ca 90720	Los Alamitos	Orange	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	90720	33.8	-118.06
16961 Beach Boulevard Huntington Beach, Ca 92647	Huntington Beach	Orange	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	92647	33.73	-118.01
2701 Harbor Boulevard Costa Mesa, Ca 92626	Costa Mesa	Orange	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	92626	33.68	-117.9
15520 Goldenwest Street Huntington Beach, Ca 92647	Huntington Beach	Orange	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	92647	33.73	-118.01
602 North El Camino Real San Clemente, Ca 92672	San Clemente	Orange	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	92672	33.3	-117.5
16922 Bolsa Chica Street Huntington Beach, Ca 92649	Huntington Beach	Orange	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	92649	33.72	-118.05
12444 Beach Boulevard Stanton, Ca 90680	Stanton	Orange	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	90680	33.79	-118.0
