address	city	county	facilityType	hours	inQZ	instructions	lat	lng	name	phone	state	url	zip	zipCodeLat	zipCodeLng
8809 New Tampa Boulevard	Tampa	Hillsborough	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33647	28.12	-82.35
1820 58Th Avenue, Suite 110, Vero Beach, Fl 32966	Vero Beach	Indian	Urgent Care	8Am-8Pm, 7 Days A Week	-	"Visitor Guidelines And Risk Screening
Visitation Procedures Are Designed For The Protection Of Our Patients And Employees.

-For Your Safety And The Safety Of Our Caregivers, Masks Are Required For Everyone Entering The Building.
-Upon Entry To The Building, Everyone Will Be Screened.
-If Symptomatic You And Any Accompanying Individual Will Be Asked To Put On A Face Mask Before Approaching The Front Desk.
-Patients Over The Age Of 18 Who Do Not Require Assistance Of A Caregiver Are Asked To Enter The Practice Alone.
-For Patients Under The Age Of 18 We Ask That Only One Parent Or Guardian Accompany The Patient To Their Appointment."	-	-	Carespot Urgent Care - Vero Beach	(772) 360-1885	Florida	Https://Www.Carespot.Com/Carespot-Urgent-Care/Vero-Beach-Fl/	32966	27.7	-80.7
1000 36Th Street, Vero Beach, Florida 32960	Vero Beach	Indian River	Drive-Thru	9 Am - 5 Pm Daily	No	Cleveland Clinic Indian River Hospital Is Now Performing Drive-Thru Testing For Covid-19 By Appointment Only. Testing Will Only Be Performed For Individuals Who Meet Florida Department Of Health Criteria For Covid-19. If Individuals Do Not Meet Criteria, Testing Will Not Be Performed. To Receive An Appointment, Individuals Who Believe They May Have Symptoms Of Covid-19 Must First Call Our Nurse Triage Hotline At (772) 226- 4846 Between 9 A.M. And 5 P.M Daily. Nurses Will Then Discuss The Individual’S Symptoms, Travel History And Potential Contact With Others Who Have Been Diagnosed With Covid-19. If Patients Meet The Criteria, They Will Be Given An Appointment Time At Our Drive Thru Testing Location At Cleveland Clinic Indian River Hospital. Test Results Will Take An Estimated 4-7 Days To Complete. Individuals Who Receive Testing Will Be Asked To Self-Quarantine Until The Results Are Received. The Employee Parking Lot On The Northwest Side Of Cleveland Clinic Indian River Hospital Has Been Designated For Drive-Thru Testing And Entrances From 36Th Street And Dr. Hugh Mccrystal Drive Are Clearly Marked. This Process Is In Alignment With The Centers For Disease Control And Prevention Guidelines.	-	-	Cleveland Clinic Indian River Hospital	(772) 226- 4846	Florida	Https://Www.Indianrivermedicalcenter.Com/New-Coronavirus-Covid-19-Updates/	32960	27.64	-80.4
1706 U.S. Highway 1	Vero Beach	Indian River	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32960	27.64	-80.4
4126 Independent Drive, Marianna, Florida 32448	Marianna	Jackson	Drive-Thru	9Am-4Pm, Monday-Friday. 8Am-5Pm, Saturday-Sunday	-	"Pancare Health Is Conducting Covid-19 Testing In Panama City, Panama City Beach, Marianna, Bristol, Port St. Joe, And Eastpoint. Rapid Testing Is Available To Everyone At All Of Our Covid-19 Testing Sites By Appointment Only. There Are No Fees For Anyone For Any Services Provided At Our Testing Sites. For Persons With Insurance, We Will Bill Your Insurance. 

Our Covid-19 Response Line Team Is Available At (850) 215-4181
Monday-Friday 9 Am-4 Pm To Conduct A Phone Screening.

Our Dedicated Covid-19 Response Line Staff Want To Ensure Care For All Persons Who Call To Schedule An Appointment For Rapid Testing. Due To The High Call Volume, If Lines Are Busy Please Continue To Call Back."	-	-	Pancare Health - Marianna	(850) 394-4907	Florida	Https://Pancarefl.Org/Covid-19	32448	30.7	-85.2
17021 U.S. Highway 441 Mount Dora, Fl 32757	Mount Dora	Lake	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32757	28.8	-81.6
1235 North 14Th Street Leesburg, Fl 34748	Leesburg	Lake	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	34748	28.7	-81.9
1004 N 14Th St, Leesburg, Fl 34748	Leesburg	Lake	Urgent Care	8:30Am - 5Pm, Monday - Friday	No	Testing At This Site Is By Appointment Only. You Must Call The Testing Site To Be Screened To Determine If You Are Eligible For Testing. Those Who Are Eligible Include Persons Who Currently Have Flu-Like Symptoms And Anyone Who Has Had Contact With Someone Who Might Have The Virus.	-	-	Premier Medical Associates	(352) 259-2159	Florida	Https://Pma-Physicians.Com/	34748	28.7	-81.9
25327 Us-27 Suite 204-205, Leesburg, Fl 34748	Leesburg	Lake	Urgent Care	8:30Am - 5Pm, Monday - Friday	No	Testing At This Site Is By Appointment Only. You Must Call The Testing Site To Be Screened To Determine If You Are Eligible For Testing. Those Who Are Eligible Include Persons Who Currently Have Flu-Like Symptoms And Anyone Who Has Had Contact With Someone Who Might Have The Virus.	-	-	Premier Medical Associates	(352) 259-2159	Florida	Https://Pma-Physicians.Com/	34748	28.7	-81.9
4100 Ben C. Pratt/Six-Mile Cypress Parkway, Fort Myers, Fl 33912	Fort Myers	Lee	Drive-Thru	9Am-5Pm, 7 Days A Week	-	Testing Is Available Everyday, From 9Am - 5Pm And Individuals Over The Age Of 18 Can Be Tested Regardless Of Symptoms. For More Information, Please Visit Floridadisaster.Org.	-	-	Centurylink Sports Complex	-	Florida	Https://Nchmd.Org/News-And-Events/Newsroom/Coronavirus-Covid19	33912	26.55	-81.83
4771 S Cleveland Ave, Fort Myers, Fl 33907	Fort Myers	Lee	Urgent Care	7Am - 7Pm, Monday - Friday	No	Testing Will Require A Physician’S Order.	-	-	Page Field Convenient Care	(239) 343-9800	Florida	Https://Www.Leehealth.Org/Public-Health	33907	26.56	-81.87
4710 Palm Beach Boulevard	Fort Myers	Lee	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33905	26.67	-81.76
2403 Cleveland Avenue	Fort Myers	Lee	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33901	26.62	-81.88
1708 North Monroe Street, Tallahassee, Fl 32303	Tallahassee	Leon	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32303	30.52	-84.33
5466 Thomasville Road North, Tallahassee, Fl 32312	Tallahassee	Leon	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32312	30.6	-84.2
1940 North Monroe Street, Tallahassee, Fl 32303	Tallahassee	Leon	Drive-Thru	By Appointment Only.	No	Appointments Available Only After Pre-Screening By A Doctor (They Suggest Speaking First With Your Primary Care Physician). Patients Can Call The Hopsital At 850-431-1155 Or Check This Website: Https://Www.Tmh.Org/Coronavirus/Testing.	-	-	Tallahassee Memorial Healthcare	(850) 431-1155	Florida	Https://Www.Tmh.Org/Coronavirus/Testing.	32303	30.52	-84.33
2137 North Young Boulevard	Chiefland	Levy	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32626	29.4	-82.9
435 East Noble Avenue	Williston	Levy	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32696	29.4	-82.5
